file,text,topic_cluster_id,topic_label,era,era_label
MARTIAL LAW_S END IS SEEN IN CHINA.txt,"ï»¿
China's top leaders decided in principle last week to revoke martial law, which now applies to most of Beijing, but the exact date has not been set, according to a Communist Party official.
The decision came at a secret meeting of the Politburo attended by Deng Xiaoping and by other senior leaders who are nominally retired, the official said. 
He said the meeting was convened as part of preparation for the Central Committee meeting that is expected to be convened within the next two weeks.
Martial law was imposed in most areas of the capital on May 20, and troops remain stationed on bridges and other key locations.
In a report that may be intended to prepare people for withdrawal of the troops, People's Daily said today that martial law would be lifted before long. 
The newspaper quoted the Government spokesman, Yuan Mu, as telling a Japanese interviewer that ''martial law is definitely for a limited time'' and that ''it seems that it will be lifted before very long.''
Â 
Reduced Presence of Troops
Previously, Mr. Yuan had refused to give any indication of when martial law might be lifted, and some officials had said it might last until next fall, when Beijing is to be the site of the Asian Games.
''The Chinese Government is already shrinking the areas where martial law is enforced, as order is restored in Beijing,'' People's Daily said, paraphrasing Mr. Yuan. ''This process will continue step by step.''
Martial-law troops, whose presence has been greatly reduced from heavy numbers this summer, are a visible reminder to the Chinese people of the violent crackdown on democracy protesters on June 4.
Moreover, foreign businesses and embassy officials say martial law must be lifted before their relations with China can begin to return to normal.
Another incentive to lift martial law is that it would encourage foreign tourism, which earned China $2.2 billion in 1988. 
The Government has said tourism is expected to bring in $1.4 billion this year.",-1,Outlier,HWBUSH,HW Bush (1989-1992)
Mass Migration of Chinese Floods a Prosperous Canton.txt,"ï»¿
A mass migration officially estimated at more than 2.5 million Chinese has flooded this city in the last few weeks, responding to the lure of southern China's prosperity.
''I'd heard that it was easy to make money here,'' Long Zaohong, a 30-year-old peasant from neighboring Hunan Province, said as he sat on a bundle of his possessions in front of Canton's railway station. 
Mr. Long arrived Wednesday with four friends, part of a human wave that reached a peak of 100,000 arrivals a day and has since receded to about 6,000 daily.
If the reports are not exaggerated, the flow of people exceeds the entire emigration from the Chinese mainland to Taiwan at the end of China's civil war in 1949. 
[Citing a threat to law and order, the Government in Beijing has ordered local authorities to halt mass migrations of peasants into Canton and other major cities, Reuters reported on Monday.] The authorities acknowledge that the existing figure on Canton's population, officially said to be 3.2 million in 1985, is a considerable underestimate. 
But by any reckoning, the latest influx, if most of the newcomers manage to stay, would place an extraordinary burden on the city.
The mass migration reflects the extent to which the economic revolution of the last decade has divided China into regions of markedly unequal wealth and prospects. 
The green rice paddies of Guangdong Province, in the south, used to be famous as the part of China that people left, on their way to America or Southeast Asia. 
Now, Guangdong is famous throughout China as the promised land to which people dream of moving.
A decade in which Guangdong has pursued wealth more than Communism, in which it has served as an experimental zone for all of China, has made it the richest and most envied spot in the nation. 
The migrants in front of the railway station bear the same dreams that inspired some Chinese a century ago to seek a fortune in Old Gold Mountain, as San Francisco is known in Chinese.
Rumors of the fortunes that could be made in Guangdong apparently spread during the Chinese New Year festival in the first half of February, for that is when the migrants began to arrive. 
At the peak, 100,000 arrived each day from all over the country. 
Guangdong officials frantically alerted their counterparts about the crisis, and spread the word that no jobs were available.
Perhaps more effective was the decision by railroad officials to suspend some services to Canton and to institute three special trains a day to take people back from Canton to their hometowns. 
Many thousands are stranded at railway junctions throughout the country and hope to continue to Canton, but officials think the worst is over for this year.
Nonetheless, thousands of people remain camped with their luggage in front of the Canton train station or living in parks or open spaces in the city.
''It's like an explosion,'' Yang Zhanchu, a manager in Guangdong's labor department, said in an interview. 
''They don't know the facts. 
They just come blindly.''
That such a wave of migrants could occur at all suggests the increasing loss of order and control on the part of the authorities, particularly in southern China. 
It used to be that changing jobs or residence was nearly impossible, but now many people simply ignore the rules and go.
Many of them seem to have come quite casually, planning to have a look around and take a job if they can find it.
Most do not use the Cantonese dialect spoken in Canton, which is also known as Guangzhou, and that makes job searches more difficult.
''I learned some Cantonese on the train here,'' said Yao Shanlong, a 33-year-old craftsman from Zhejiang Province. 
''My wife said, 'You should go and sell some handicrafts.'
''
A similar influx occurred after the Chinese new year in 1988, but this year has been much larger. 
Apparently, the 1 million to 2 million migrant laborers already in Guangdong went home for the new year and spread tales - often exaggerated - of the money to be made in Guangdong.
Some migrants have found jobs, and others have returned home. 
Many others apparently have dispersed throughout the province to continue their search.
Guangdong appears to be giving no warmer a welcome than America gave Chinese immigrants in the last century.
Local people say that thieves and prostitutes are disproportionally from other provinces. 
A lawyer in the southern city of Shenzhen says that local prostitutes include many college graduates from all over China who are earning money to study in the United States.
Guangdong's Governor, Ye Xuanping, warned this week that the migrants may be forcibly repatriated, and as a stark warning, the authorities have set up a display case near the railway station reporting the recent execution of 17 criminals.
But most of the migrants are looking for honorable jobs, and many seem to be giving up hope.
''We had heard that there was lots of work,'' said 21-year-old Zhu Wai, a gawky, wide-eyed peasant from Henan Province who came with four friends. 
''But we've been looking for 10 days now and there is none. 
We're going home.''",1,companies,HWBUSH,HW Bush (1989-1992)
Maxwell Halts China Daily.txt,"ï»¿
The British publisher Robert Maxwell yesterday suspended the European publication of China Daily, the official English-language newspaper, because of the Chinese Government's crackdown in Beijing.
In a statement, Mr. Maxwell accused the Chinese Government of ''bloody murder'' and said publication would not resume until there was ''a drastic reversal of the course upon which the Chinese leadership has embarked.''
Under a deal made with the
Chinese Government in 1986, the Maxwell Communication Corporation printed and distributed 6,000 copies of China Daily in Europe. 
The eight-page paper was sent from Beijing to London via satellite.
Â 
In yesterday's issue of China
Daily - the last Mr. Maxwell will publish - the paper endorsed the Government's efforts in quelling a ''counterrevolutionary riot.''
China Daily sells most of its 150,000 copies a day to English-speaking executives doing business in China.
Karen Tse, business manager of the China Daily Distribution Corporation in New York, said the company distributes about 5,000 copies of the paper in North America. 
She said it had no plans to stop publication.",0,mr,HWBUSH,HW Bush (1989-1992)
"MAY 31-JUNE 6_ China_As Usual, the President Favors the Trade Benefits.txt","ï»¿
Since 1989 it has become a rite of spring in Washington, as dependable as the cherry blossoms: President Bush renews for another year the Most-Favored Nation trade benefits for China, Congress fulminates and threatens to block the move, but in the end the President wins. 
The ritual began again last week. 
True, White House officials acknowledged, China has not exactly been on its best behavior, having just tested a giant underground nuclear bomb, harrassed American reporters and failed to make any significant improvement in human rights. 
But, officials insisted, these were only signs that a ""world-class power struggle"" was under way in Beijing, with hardliners trying to sour relations between China and the United States and reformers trying to hold the line. 
It was incumbent on Washington, taking the long view, to support the reformers. 
Stuff and nonsense, said Senate Majority Leader George Mitchell. 
The President has made the same argument since the 1989 Tiananmen Square massacres, and nothing has changed. 
It's time for Congress to slap some trade sanctions on China, he added.",0,mr,HWBUSH,HW Bush (1989-1992)
Microsoft Nails Some Pirates.txt,"ï»¿
When the Microsoft Corporation unveiled its updated MS-DOS 5 software operating system last June, it was confident that it had devised a way to thwart the loss of $1 billion a year from software piracy. 
Its packaging contains two one-of-a-kind holograms, one a circular image on the package box and the other a rectangular image pasted inside on the product manual, viewable through a window on the box. 
The multidimensional images bear the company's name or the MS-DOS logo and tell consumers that the product is the real McCoy.
Microsoft pamphlets said the holograms are ""virtually impossible"" to reproduce and ""raise the counterfeiting barrier to a level previously unattempted in the software industry.""
Yet within two weeks of the introduction, a Taiwanese counterfeiter commissioned a holographer in China to copy and produce the holograms. 
Over the next half-dozen months, Microsoft's counterattack took it to Taiwan, Japan, Hong Kong and Melbourne. 
The idea was to track down the counterfeiters, mostly without the aid of foreign governments. 
Ultimately, the company helped bust a major Asian couterfeiting ring that may have produced up to $150 million worth of the company's hottest products.
But whether Microsoft can halt future clandestine activity there depends on talks this week with officials of the People's Republic of China. 
Beijing has not yet kept its promise to give the company valuable molds seized in the March raids that produce nearly exact fakes.
Alison Gilligan, one of Microsoft's antipiracy specialists, notes, ""We're scared the molds will disappear out the back door and be sold to the highest bidder.""
In the meantime, the company is trying to get the fakes off the market, an endeavor made difficult ""because we still don't know the extent of what is out there,"" said David Curtis, head of international law and corporate affairs at Microsoft. 
So far, goods have been seized in the United States, Germany, Canada, Singapore, Hong Kong, Taiwan and enroute to Venezuela. 
The company is attempting to get a search warrant to seize goods in Melbourne shipped from Taiwan.
The software industry loses up to $14 billion a year to piracy, including illegal copying by dealers, corporations and individual users. 
Fakes are so common in Taiwan that Microsoft estimates that only 20 percent of the software used there is legally obtained. 
About 90 percent of all counterfeiting worldwide comes from Taiwan.
Illegal competition for DOS projects is keen because nearly 80 percent of all personal computers worldwide are DOS based. 
Ms. Gilligan said Microsoft commands ""a big chunk"" of this market.
In this case, Microsoft caught wind of the operation last October when a salesman calling on a software store client in Taipai, Taiwan, saw an MS-DOS package that didn't look right. 
The salesman purchased a copy and sent it to Alix Parlour, the company's piracy attorney based in Hong Kong, who in turn forwarded it to Microsoft's headquarters here. 
Said Ms. Gilligan, ""we were in shock. 
No one could believe it happened.""
Ms. Parlour set up a corporate espionage team, using private eyes from the countries involved.. 
She wanted to control the investigation, instead of turning it over to a foreign government that might not consider piracy a serious crime. 
Microsoft also wanted to compile a list of suspects -- job shops, distributors, importers, exporters and buyers. 
It then would have evidence to pursue in civil suits in each country if local authorites refused to prosecute.
Investigators started checking out Taipei printers and binderies, asking if they had big orders or knew who did, hoping clues would lead to a ""kingpin.""
Work would likely be done through 15 to 25 shops.
A break came when trash found behind a bindery contained clipped-off edges of Microsoft manuals. 
An investigator watching the shop noticed Microsoft materials visible on the seat of a white van parked nearby. 
He followed the van as it visited several other contractors and discovered that it was registered to the brother of another suspect.
The assembly plant was identified because all the contractors were delivering goods there. 
An investigator concealed himself outside the plant and by watching which visitors were treated with the greatest respect, soon identified the ringleaders.
By January, Ms. Parlour had enough information to ask government trademark police to raid five locations. 
A prosecutor issued search warrants for three sites and the raids yielded 5,000 packages of products, thousands of holograms, 20,000 manuals and 13,000 diskettes, all fakes. 
Documents gave the names of players and indicated 75,000 to 100,000 products, including MS-DOS 5 and the Windows operating system, had been shipped monthly since October.
The fakes were produced in five languages -- English, French, German, Italian and Swedish. 
Microsoft had thought the copies were limited to English.
One of the storage sites was the home of the 80-year-old mother of a suspect. 
Investigators said she was was unaware that the boxes stacked ceiling-high in her house contained illegal goods.
But the prosecutor refused a warrant for the residence of the ringleader, saying he saw no grounds. 
Ms. Parlour said that after the raids, ""our surveillance team watched helplessly outside the leader's home as he removed records and cartons containing an estimated 10,000 to 12,000 products worth $750,000.""
The man remains outside of Microsoft's grasp although the company has sued Fong Shu Gwong, who they say is the No. 2 man. 
Said Ms. Gilligan, ""we believe he may serve as the fall guy and in return, his family will be well taken care of during his possible incarceration.""
To Ms. Parlour's frustration, the raids did not uncover the source of the holograms. 
For a while, the team was sidetracked to Japan but the path eventually led to a broker in Hong Kong. 
When Hong Kong investigators posed as businessmen attempting to buy Microsoft holograms, the broker said, ""I think I know someone who can help you,"" and introduced them to the Shenzhen Reflective Materials Institute in China's most capitalistic, free-market province, Guangdong.
The institute, just 10 miles from the Hong Kong border, legitimately produces holograms for Chinese documents. 
It is affiliated with the Government-owned Shenzhen University.
In March, simultaneous raids at the Shenzhen Institute and the broker's office resulted in the seizure of the hologram molds, 10,000 holograms and documents showing filled orders for 450,000 fake holograms. 
An additional contract showed a standing order for 3 million more, a loss of $150 million to Microsoft if all have been produced and placed on illicit packages that may have been distributed worldwide.
Mr. Curtis of Microsoft said the company is pleased ""that we were able to conduct a raid in the P.R.C. with the cooperation of local authorities, with the grounds based on trademark violations.""
As he pointed out, ""We've been talking about this for a long time.""
In her May 18 meeting with officials from the People's Republic, the Shenzhen Institute and the Shenzhen Administration of Industry, Ms. Parlour will attempt to negotiate release of the hologram molds or their destruction. 
She'll have representatives from the Commerce Department with her.
This spring, China agreed to strengthen its copyright laws rather than face United States trade sanctions. 
In late April, Carla Hill, the United States Trade Representative, identified Taiwan, India and Thailand under the special 301 provisions of the Trade Act of 1974.
The 301 provisions call for identifying trading partners that deny adequate and effective protection for intellectual property. 
The Government can take action if disputes are not resolved. 
China is one of 22 countries that have been placed on a special ""priority watch"" list.
Ms. Parlour will be trying to bring those provisions to bear.",-1,Outlier,HWBUSH,HW Bush (1989-1992)
MIDEAST TENSIONS_Baker Gets Help From China on Gulf.txt,"ï»¿
China's Foreign Minister signaled to Secretary of State James A. Baker 3d today that Beijing would not block the United Nations Security Council from authorizing force against Iraq if diplomacy proved futile, a senior Administration official said.
The Chinese official, Qian Qichen, told Mr. Baker that his country rejected any ""partial solutions"" to the Persian Gulf crisis and insisted instead on a total Iraqi pullout from Kuwait, the Administration official said.
Mr. Baker and Mr. Qian met for 90 minutes while they were passing through Cairo. 
Earlier in the day, Mr. Baker met with President Hosni Mubarak of Egypt. 
Mr. Mubarak indicated his country's support for a United Nations authorization of force against Iraq if sanctions could not induce the Iraqis to pull out of Kuwait, which they invaded on Aug. 
2.
Â 
Trying to Galvanize Support
At each stop of his eight-city visit to the Middle East and Europe, Mr. Baker has been trying to galvanize support for a United Nations resolution authorizing force to enhance the credibility of the American military threat against Baghdad.
American officials say such United Nations approval would emphasize to President Saddam Hussein of Iraq that the international coalition arrayed against him would not crumble if there was a resort to force.
The Administration has still not decided when to press for such an authorization or exactly how. 
It apparently wants a blanket authorization that could be invoked when the United States and its allies chose.
Administration officials say they do not want to seek such authorization too soon and then simply wait around and do nothing, because that would undermine their credibility. 
But they do not want to wait indefinitely, because that might keep President Hussein from taking their threat seriously.
Since Sunday, Mr. Baker has won Bahraini, Saudi, Egyptian and Chinese support for some type of resolution. 
His strategy appears to be to try to line up support from Arab nations and China before he visits the Soviet leadership in Moscow beginning on Thursday.
Â 
Moscow's Critical Role
If Moscow can be brought around to endorse the idea, the Administration officials say, then any French hesitations would probably be overcome.
""If the Soviets come on board, I don't think the French would stand in the way,"" one official said. 
""The French can't be more Soviet than the Soviets.""
At the opening of the Baker-Qian meeting, the Chinese Foreign Minister was asked whether his Government was willing to consider a United Nations resolution authorizing force, and he said: ""The U.N. resolutions are intended to increase the pressure on Iraq for a peaceful solution. 
All of the armed forces have two roles to play. 
One is to fight a war, the other is to seek peace.""
After the meeting, though, a senior Administration official said the Chinese official made it clear that Beijing would not block any such United Nations effort, which it could do by exercising its veto power as a permanent member of the Security Council. 
It would either abstain or vote in favor.
Considering the reluctance the Chinese have shown in the last few weeks about piling on more sanctions against Iraq, this apparently came as a pleasant surprise to American officials.
Mr. Qian renewed an invitation to Mr. Baker to visit Beijing, but the Secretary was noncommital, officials said.
Â 
Meeting Alone With Mubarak
As for the Baker-Mubarak meeting, the two men met alone, without even an interpreter, and both declined to speak to reporters about the substance of their discussions.
Margaret D. Tutwiler, the State Department spokeswoman, was asked whether Mr. Baker had won Egyptian approval for the basing of 20 American B-52 bombers on Egyptian territory, as some recent British newspaper reports suggested he would try to do. 
She responded, ""No comment.""
American officials said the two men agreed that there should be no partial solution to the crisis and that force should not be ruled out. 
They also discussed logistical support for Egyptian forces in Saudi Arabia, officials said, but disclosed no details.
Assistant Secretary of State John H. Kelly will go to Damascus on Wednesday to brief the Syrian leadership on American thinking about the gulf crisis. 
He will also go to Brussels to brief NATO representatives. 
Asked if anyone would go to Israel, American officials traveling with Mr. Baker said there were no such plans.",0,mr,HWBUSH,HW Bush (1989-1992)
"MIDEAST TENSIONS_Bush, Meeting Foreign Minister, Lauds Beijing Stand Against Iraq.txt","ï»¿
In the most substantial step to improve relations with China since the crackdown on democracy demonstrators around Tiananmen Square, President Bush met here today with the Chinese Foreign Minister, Qian Qichen, and declared that Beijing and Washington had ""made common ground in terms of standing up against aggression"" by Iraq.
Earlier this month, Chinese officials led the Administration to believe that they would support a United Nations Security Council resolution authorizing the use of force to expel Iraq from Kuwait. 
China abstained when the Security Council approved the resolution Thursday by a vote of 12 to 2.
In his comments today, Mr. Bush said ""the Chinese Government knows that we have some differences on this whole broad question of human rights"" in China.
Mr. Qian had a working lunch with Secretary of State James A. Baker 3d before meeting the President in the Cabinet Room of the White House for a little more than half an hour.
Â 
Exchanges Barred in '89
White House aides said the President's meeting represented the highest official contact between China and the United States since June 1989, when hundreds of people were killed in the suppression of the democracy movement. 
Mr. Baker has met Mr. Qian several times in the last year, in Paris, New York and Cairo. 
This was their first meeting in Washington since the repression began last year.
In June 1989, the Administration barred high-level exchanges with China to show its displeasure over the crackdown, in which hundreds of Chinese were killed by troops or crushed by army vehicles.
Merle Goldman, a professor of Chinese history at Boston University and a leading authority of the democracy movement in China, expressed dismay at the White House meeting. 
China's human rights record has not improved, she said. 
Indeed, she reported, in the last week China has filed serious criminal charges against a top student leader, Wang Dan, and against two intellectuals who advised the students on how to organize the democracy demonstrations: Wang Juntao and Chen Ziming.
""This is an opportune time for the Chinese to persecute people like Wang and Chen because the world isn't watching and the U.S. needs their help in the Persian Gulf and doesn't want to antagonize the Chinese Government,"" Professor Goldman said.
Â 
The 'Wrong Message'
Representative Nancy Pelosi, Democrat of California, said the White House meeting sent ""precisely the wrong message about our concern for human rights in China.""
In a letter sent to Mr. Bush on Thursday, she and 18 other members of Congress said, We strongly protest your Administration's resumption of high-level contacts with China in light of the escalating prosecution of democracy advocates and the massive repression that continues in the wake of last year's June 4th massacre.""
Some scholars and members of Congress said they saw the Bush-Qian meeting as a reward to China for not vetoing the Security Council resolution. 
The Chinese Foreign Ministry denied on Thursday that there was any link between China's stand on the resolution and Mr. Qian's invitation to visit Washington.
Mr. Bush, a former United States envoy to China who prides himself on having special insight into the world's most populous country, said Beijing's opposition to Iraqi aggression showed how much Washington had in common with ""this very important country, China.""
At the start of his meeting with Mr. Qian, President Bush was asked by a reporter if he intended to lift sanctions against China. 
""I am always inclined to emphasize the positive,"" Mr. Bush said. 
""And there are many positive and very important aspects to this relationship, very important, not the least of which is that China and the United States have made common ground in terms of standing up against aggression. 
That is important to every American. 
It is important, I think, to the Chinese side as well.""",0,mr,HWBUSH,HW Bush (1989-1992)
MIDEAST TENSIONS_Chinese and Soviet Ministers Meet Hastily on Gulf.txt,"ï»¿
The Chinese and Soviet Foreign Ministers met today in western China for a hastily called conference on the Persian Gulf crisis, and afterward declared in a joint statement that the world should work for a peaceful solution if at all possible.
While the statement emphasized the Soviet and Chinese view that every effort should be made to avoid war, it did not rule out military intervention. 
Indeed, it could be read as a final warning to Iraq that Moscow and Beijing might endorse the use of force if Baghdad did not change.
The statement suggested that the United Nations Security Council would pass additional measures and said the Soviet Union and China would continue to work to insure the strict implementation of resolutions already passed, which call for an Iraqi withdrawal.
China and the Soviet Union have been the most reluctant of the permanent members of the Security Council to endorse a resolution authorizing the use of military force to drive Iraqi troops from Kuwait. 
While the statement was ambiguous, the two countries appeared to be positioning themselves so that they could, if necessary, declare that there was no longer hope for a peaceful solution and that they had no alternative but to back the use of force.
Â 
More Than 3 Hours of Talks
The meetings between China's Foreign Minister, Qian Qichen, and his Soviet counterpart, Eduard A. Shevardnadze, were held in the northwestern Chinese city of Urumqi and lasted more than three hours. 
Plans for the meeting were disclosed only on Thursday, suggesting that it was called on very short notice.
""Both sides stand for a political solution to the gulf crisis on the basis of relevant U.N. Security Council resolutons and support the positive efforts of Arab countries to resolve the conflicts,"" the joint statement said, according to a version released by the official New China News Agency.
""They strongly appeal to Iraq and demand that it withdraw its army from Kuwait unconditionally and immediately,"" the statement continued. 
""They hold that so far as there is still hope for a peaceful solution, the international community should continue to work to that end and try its best to avoid a war.""
The statement was only a little bit different from a formula China has used in the last three weeks. 
But that formula is in itself a step away from China's initial reaction, which emphasized its opposition to force and seemed to offer no exceptions.
Â 
Political Credit for Support
A Western diplomat said he expected China to vote in favor of the Security Council resolution authorizing military moves against Iraqi troops. 
Mr. Qian is reported to have said that China would not veto such a resolution, and the diplomat said China believed that it would gain additional political credit in Western capitals if it voted for the resolution instead of abstaining.
""The two foreign ministers agreed that the two sides will continue to hold consultations with each other when the United Nations Security Council adopts additional measures, so as to insure that the relevant resolutions adopted previously by the Security Council will be implemented in real earnest,"" the statement declared. 
""The two sides are willing to work for a solution to the gulf crisis together with the other member states of the Security Council.""
Mr. Qian and Mr. Shevardnadze had 90 minutes of private talks, accompanied by only one translator and assistant for each side. 
That meeting was followed by another 90 minutes of consultations in the presence of a larger group of Foreign Ministry officials. 
Mr. Shevardnadze returned to the Soviet Union late this afternoon.
The two foreign ministers also discussed bilateral relations, but the communique gave no details. 
Chinese-Soviet relations have improved dramatically in recent years, but a projected purchase of Soviet military equipment by Beijing has stalled in negotiations in recent months.
The statement said that Mr. Qian and Mr. Shevardnadze favored ""further deepening of the good-neighborly and mutually beneficial relations in all the fields between the two countries.""",0,mr,HWBUSH,HW Bush (1989-1992)
MIDEAST TENSIONS_Chinese Official Is Invited to Washington in Response to Gulf Stance.txt,"ï»¿
The Bush Administration announced today that China's Foreign Minister had been invited for talks in Washington on Friday, in what appears to be compensation to Beijing for not blocking the American-sponsored United Nations resolution authorizing force against Iraq.
The announcement by the State Department that Foreign Minister Qian Qichen will meet in Washington with Secretary of State James A. Baker 3d followed a meeting between Mr. Baker and Mr. Qian in Cairo on Nov. 
6. In those talks, Mr. Baker told Mr. Qian that any assistance Beijing gave for the American policy in the Persian Gulf ""will not be forgotten and the meaning of that assistance will not be lost on the domestic audience in the United States,"" an Administration official said.
Hours after the Chinese Foreign Ministry announced in Beijing this morning that Mr. Qian had been invited to Washington, Chinese diplomats at the United Nations, who had been waivering on whether to support the proposed Security Council resolution authorizing the use of force against Iraq, signaled definitively that they would not oppose it.
[In Beijing, Mr. Qian on Wednesday labeled as ""groundless"" reports that China would support the resolution, Reuters reported. 
Asked if his remarks meant China would not vote for the resolution, Mr. Qian replied: ""I think so.""
He stopped short of saying that Beijing would use its veto to stop the resolution.]
While Mr. Baker has met with the Chinese Foreign Minister four times since the June 1989 killings of pro-democracy demonstrators in Tiananmen Square, it was always either at the United Nations or overseas. 
This will be the first time Mr. Qian, who will be in New York for the Security Council meeting, is being invited to Washington, and it seemed to symbolize an end to the 18-month-long official chill in Chinese-American relations that resulted from the Tiananmen Square incident.
The Deputy State Department spokesman, Richard A. Boucher, insisted that the invitation to Mr. Qian did not contravene the sanctions imposed by the Bush Administration on China, because those banned ""official exchanges,"" such as military or commercial delegations from one country visiting another, but not ""contacts.""
""We've consistently said that we would hold meetings with Chinese officials in pursuit of vital U.S. interests,"" Mr. Boucher said. 
""While Minister Qian is in Washington we intend to explore ways to strengthen cooperation on global and regional issues and seek understandings on ways to achieve improvement in bilateral relations, including further progress in the area of human rights, that would permit a gradual return to normal high-level exchanges.
""We have vital issues with China right now, in the Persian Gulf and with the progress on Cambodia. 
We have always made the distinction between contacts and exchanges.""
Mr. Boucher also noted that the Commerce Department Under Secretary, Michael Farren, has invited China's Deputy Minister of Trade, Gu Yongjiang, to come to Washington on Dec. 
10 and 11 for trade talks.
That visit, Mr. Boucher said, was ""consistent with U.S. policy of continuing our commercial relationship with China and maintaining official contacts that serve important U.S. interests.""
The Administration's efforts to enlist Beijing's support for its Persian Gulf policy, even at the price of warming relations before Beijing makes any fundamental change in its human rights policies, appears to have general support from Congress, even from among those lawmakers who were the strongest advocates of punishing China for Tiananmen Square.
Representative Stephen J. Solarz, the Brooklyn Democrat who is chairman of the House subcommittee on Asia, said: ""We are now confronting in the gulf the most serious crisis since the end of the cold war. 
How this is resolved is going to determine the shape of international relations for decades to come. 
We need the Chinese to support our efforts and if this is a price that had to be paid to secure their support, it is a price worth paying.
""I hope Baker uses the opportunity, though to remind the Chinese that progress on human rights will be indispensable for any continued improvement in relations.""
The invitation to the Chinese Foreign Minister is only one of the many apparent ramifications of the Administration's decision to seek a Security Council resolution that will authorize the use of force against Iraq if it does not withdraw its forces from Kuwait by Jan. 
15.
For instance, Representative Lee H. Hamilton, the Indiana Democrat who chairs the House Foreign Affairs subcommittee on Europe and the Middle East, said today that the imposition of this deadline made it incumbent on the Bush Administration to open up a dialogue, either directly or indirectly, with President Saddam Hussein of Iraq to make sure he understood that if he did withdraw from Kuwait he would not be attacked.
Â 
CHINESE SEEM DELIGHTED
BEIJING, Nov. 
27 (Special to The New York Times) -- A diplomat who met with Foreign Ministry officials today said they appeared delighted that Mr. Qian had been invited to the United States.
In another sign of the importance the Chinese place on the visit, the one-sentence dispatch on the visit by the official New China News Agency was read as one of the lead items on national television news tonight.
Chinese leaders have seen the gulf crisis as an opportunity to divert attention from China's human rights problems and to win greater stature for its role in supporting recent United Nations resolutions against Iraq, said a Chinese official who cited recent confidential documents on the Middle East crisis.
China hopes this new stature will be a prelude to normalization of commercial and official ties to the United States and other Western countries, the official added.
Despite the sanctions imposed by many Western countries after the crackdown, relations with most of them are gradually being restored, with Japan leading the way. 
The World Bank, for example, has resumed lending to China, although not at the levels reached before the crackdown.",0,mr,HWBUSH,HW Bush (1989-1992)
MIDEAST TENSIONS_Chinese Official Leaves in Doubt How He Will Vote on Iraq at U.N.txt,"ï»¿
China's Foreign Minister, Qian Qichen, suggested today that he would not vote in favor of a United Nations Security Council resolution authorizing the use of force against Iraq.
His comments were ambiguous. 
As a permanent member of the Security Council, China could veto the resolution, although most diplomats believe this is unlikely. 
An abstention by China would diminish the international support that President Bush would like to have before moving to drive Iraqi troops from Kuwait.
It is possible that Mr. Qian's comments were intended to increase his bargaining power in negotiations with the Secretary of State, James A. Baker 3d, before the vote. 
In exchange for supporting the resolution, China would like the United States to drop sanctions and its criticism of Chinese human rights violations.
Mr. Qian tried today to dispel any notion that China had promised the United States that it would vote for a resolution endorsing the use of force if Iraqi troops do not leave Kuwait by Jan. 
15. He said, ""Such reports are groundless.""
Â 
'You Will Know After I Vote'
In a brief meeting today with reporters at the airport before flying to New York for the Security Council session, Mr. Qian refused to specify whether China would veto the United Nations resolution or abstain. 
Asked whether he meant that China would not vote for the resolution, he replied, ""I think so.""
When pressed on whether China would veto the resolution, he replied, ""I didn't say so.""
Asked if China would abstain, Mr. Qian said, ""You will know after I vote.""
The United States will have one final chance to lobby Mr. Qian before the vote, as Secretary of State Baker is expected to meet Mr. Qian after his arrival in New York and before the Security Council session, expected on Thursday.
On Tuesday, Bush Administration officials said that Mr. Qian would make an official visit to Washington at the invitation of Mr. Baker. The official visit would symbolize an end to the 18-month-long chill in official relations since the military crackdown in Beijing in June 1989. 
But an Administration spokesman said Mr. Qian's visit would not constitute an ""exchange"" and would therefore not contravene the Administration's ban on exchanges with senior Chinese officials.
Â 
Regained Some Legitimacy
Mr. Qian, however, said he saw no difference between contacts and exchanges, and said that his visit would be a ""fairly important"" event in American-Chinese relations.
A deputy trade minister, Gu Yongjiang, is also scheduled to visit the United States, on Dec. 
10-14, at the invitation of J. Michael Farren, Under Secretary of Commerce for international trade.
China has gradually regained some of its legitimacy in the world after many Western countries scaled down ties in response to the crackdown. 
But China would welcome a return to normal relations with the United States because it would help restore lending and commercial ties as China's economy is in its worst slump in more than a dozen years.
The World Bank has resumed lending to China, but not at the levels that preceded the crackdown. 
Although Iraq is an ally, China has viewed the Gulf crisis with a bit of relief because attention has been diverted away from China's human rights issues.
Â 
Editors Charged With Sedition
Because of its position on the Security Council, China has been able to assume a significant role in United Nations actions toward Baghdad, and Mr. Qian recently concluded a few weeks of hectic diplomatic activity, visiting several Middle East capitals.
While China's recent role may help boost its profile in the world, there are signs that China is continuing a tough line against dissidents jailed after the crackdown in June last year. 
Two men, Wang Juntao and Chen Ziming, were charged last week with counter-revolutionary sedition and trying to overthrow the Government.
Relatives of the two men, who are well known for their peaceful efforts to promote democracy and economic change in China, were notified of the charges. 
But they were not told when the trial would be held. 
Hundreds or thousands of other people are still in Chinese prisons or labor camps for their role in the democracy movement.
So far, China has voted in favor of the United Nations resolutions against Iraq. 
Initially it emphasized its opposition to the use of force, but in recent weeks there has been a change of emphasis, so that officials now say that so long as there is a glimmer of hope, peace should be pursued. 
Mr. Qian echoed this position again today.
Diplomats have said that China could be positioning itself so that it could eventually announce that there is no longer even a glimmer of hope for a peaceful resolution and that thus it is obliged to endorse a use of force against Baghdad.",0,mr,HWBUSH,HW Bush (1989-1992)
